Direction,time,Rate
Read,2023-6-29-09:38:32,2055.7
Write,2023-6-29-09:38:33,2056.6
Read,2023-6-29-09:38:33,2055.9
Write,2023-6-29-09:38:33,2055.8
Read,2023-6-29-09:38:33,2056.0
Write,2023-6-29-09:38:34,2056.4
Read,2023-6-29-09:38:34,2055.7
Write,2023-6-29-09:38:34,2055.6
Read,2023-6-29-09:38:34,2055.9
Write,2023-6-29-09:38:35,2056.0
Read,2023-6-29-09:38:35,2056.4
Write,2023-6-29-09:38:35,2055.0
Read,2023-6-29-09:38:35,2056.0
Write,2023-6-29-09:38:36,2056.7
Read,2023-6-29-09:38:36,2055.5
Write,2023-6-29-09:38:36,2055.5
Read,2023-6-29-09:38:36,2055.8
Write,2023-6-29-09:38:37,2055.9
Read,2023-6-29-09:38:37,2056.6
Write,2023-6-29-09:38:37,2055.5
Read,2023-6-29-09:38:37,2056.1
Write,2023-6-29-09:38:38,2056.3
Read,2023-6-29-09:38:38,2055.5
Write,2023-6-29-09:38:38,2055.6
Read,2023-6-29-09:38:38,2055.8
Write,2023-6-29-09:38:39,2055.9
Read,2023-6-29-09:38:39,2055.9
Write,2023-6-29-09:38:39,2055.5
Read,2023-6-29-09:38:39,2056.5
Write,2023-6-29-09:38:40,2046.3
Read,2023-6-29-09:38:40,2054.7
Write,2023-6-29-09:38:40,2066.1
Read,2023-6-29-09:38:40,2056.8
Write,2023-6-29-09:38:41,2055.1
Read,2023-6-29-09:38:41,2056.0
Write,2023-6-29-09:38:41,2056.9
Read,2023-6-29-09:38:41,2055.8
Write,2023-6-29-09:38:42,2055.1
Read,2023-6-29-09:38:42,2056.0
Write,2023-6-29-09:38:42,2056.0
Read,2023-6-29-09:38:42,2056.0
Write,2023-6-29-09:38:43,2056.0
Read,2023-6-29-09:38:43,2055.8
Write,2023-6-29-09:38:43,2055.7
Read,2023-6-29-09:38:43,2056.2
Write,2023-6-29-09:38:44,2056.1
Read,2023-6-29-09:38:44,2055.8
Write,2023-6-29-09:38:44,2055.4
Read,2023-6-29-09:38:44,2055.9
Write,2023-6-29-09:38:45,2055.9
Read,2023-6-29-09:38:45,2056.0
Write,2023-6-29-09:38:45,2055.7
Read,2023-6-29-09:38:45,2055.8
Write,2023-6-29-09:38:46,2056.2
Read,2023-6-29-09:38:46,2055.6
Write,2023-6-29-09:38:46,2054.7
Read,2023-6-29-09:38:46,2056.3
Write,2023-6-29-09:38:47,2056.5
Read,2023-6-29-09:38:47,2056.0
Write,2023-6-29-09:38:47,2056.4
Read,2023-6-29-09:38:47,2055.9
Write,2023-6-29-09:38:48,2055.2
Read,2023-6-29-09:38:48,2055.9
Write,2023-6-29-09:38:48,2056.2
Read,2023-6-29-09:38:48,2046.3
Write,2023-6-29-09:38:49,2055.1
Read,2023-6-29-09:38:49,2065.0
Write,2023-6-29-09:38:49,2056.4
Read,2023-6-29-09:38:49,2056.5
Write,2023-6-29-09:38:50,2056.3
Read,2023-6-29-09:38:50,2056.0
Write,2023-6-29-09:38:50,2055.2
Read,2023-6-29-09:38:50,2055.6
Write,2023-6-29-09:38:51,2056.2
Read,2023-6-29-09:38:51,2055.9
Write,2023-6-29-09:38:51,2055.4
Read,2023-6-29-09:38:51,2056.0
Write,2023-6-29-09:38:51,2055.8
Read,2023-6-29-09:38:52,2055.7
Write,2023-6-29-09:38:52,2055.9
Read,2023-6-29-09:38:52,2055.8
Write,2023-6-29-09:38:52,2056.1
Read,2023-6-29-09:38:53,2055.9
Write,2023-6-29-09:38:53,2056.0
Read,2023-6-29-09:38:53,2055.9
Write,2023-6-29-09:38:53,2055.5
Read,2023-6-29-09:38:54,2055.8
Write,2023-6-29-09:38:54,2055.4
Read,2023-6-29-09:38:54,2055.9
Write,2023-6-29-09:38:54,2056.7
Read,2023-6-29-09:38:55,2056.1
Write,2023-6-29-09:38:55,2055.5
Read,2023-6-29-09:38:55,2055.8
Write,2023-6-29-09:38:55,2056.0
Read,2023-6-29-09:38:56,2056.0
Write,2023-6-29-09:38:56,2055.6
Read,2023-6-29-09:38:56,2055.8
Write,2023-6-29-09:38:56,2055.8
Read,2023-6-29-09:38:57,2055.8
Write,2023-6-29-09:38:57,2055.4
Read,2023-6-29-09:38:57,2056.1
Write,2023-6-29-09:38:57,2055.7
Read,2023-6-29-09:38:57,2055.3
Write,2023-6-29-09:38:58,2054.3
Read,2023-6-29-09:38:58,2056.2
Write,2023-6-29-09:38:58,2057.5
Read,2023-6-29-09:38:58,2055.6
Write,2023-6-29-09:38:59,2056.2
Read,2023-6-29-09:38:59,2056.2
Write,2023-6-29-09:38:59,2049.2
Read,2023-6-29-09:38:59,2056.0
Write,2023-6-29-09:39:00,2062.6
Read,2023-6-29-09:39:00,2056.3
Write,2023-6-29-09:39:00,2056.1
Read,2023-6-29-09:39:00,2055.9
Write,2023-6-29-09:39:01,2055.5
Read,2023-6-29-09:39:01,2055.9
Write,2023-6-29-09:39:01,2055.7
Read,2023-6-29-09:39:01,2055.1
Write,2023-6-29-09:39:02,2055.8
Read,2023-6-29-09:39:02,2056.4
Write,2023-6-29-09:39:02,2056.1
Read,2023-6-29-09:39:02,2056.0
Write,2023-6-29-09:39:03,2056.1
Read,2023-6-29-09:39:03,2056.1
Write,2023-6-29-09:39:03,2055.7
Read,2023-6-29-09:39:03,2055.9
Write,2023-6-29-09:39:04,2055.8
Read,2023-6-29-09:39:04,2056.0
Write,2023-6-29-09:39:04,2056.0
Read,2023-6-29-09:39:04,2055.8
Write,2023-6-29-09:39:05,2055.7
Read,2023-6-29-09:39:05,2056.0
Write,2023-6-29-09:39:05,2056.0
Read,2023-6-29-09:39:05,2056.0
Write,2023-6-29-09:39:06,2055.9
Read,2023-6-29-09:39:06,2056.1
Write,2023-6-29-09:39:06,2056.2
Read,2023-6-29-09:39:06,2055.9
Write,2023-6-29-09:39:07,2055.1
Read,2023-6-29-09:39:07,2055.9
Write,2023-6-29-09:39:07,2056.3
Read,2023-6-29-09:39:07,2056.4
Write,2023-6-29-09:39:08,2055.1
Read,2023-6-29-09:39:08,2056.1
Write,2023-6-29-09:39:08,2056.9
Read,2023-6-29-09:39:08,2056.1
Write,2023-6-29-09:39:09,2056.5
Read,2023-6-29-09:39:09,2055.9
Write,2023-6-29-09:39:09,2055.5
Read,2023-6-29-09:39:09,2056.0
Write,2023-6-29-09:39:10,2055.8
Read,2023-6-29-09:39:10,2056.1
Write,2023-6-29-09:39:10,2056.6
Read,2023-6-29-09:39:10,2056.3
Write,2023-6-29-09:39:11,2051.3
Read,2023-6-29-09:39:11,2055.9
Write,2023-6-29-09:39:11,2060.8
Read,2023-6-29-09:39:11,2056.1
Write,2023-6-29-09:39:12,2055.7
Read,2023-6-29-09:39:12,2056.1
Write,2023-6-29-09:39:12,2055.9
Read,2023-6-29-09:39:12,2055.7
Write,2023-6-29-09:39:13,2056.4
Read,2023-6-29-09:39:13,2056.3
Write,2023-6-29-09:39:13,2055.5
Read,2023-6-29-09:39:13,2056.0
Write,2023-6-29-09:39:14,2056.0
Read,2023-6-29-09:39:14,2055.5
Write,2023-6-29-09:39:14,2056.4
Read,2023-6-29-09:39:14,2056.8
Write,2023-6-29-09:39:15,2055.8
Read,2023-6-29-09:39:15,2055.7
Write,2023-6-29-09:39:15,2051.9
Read,2023-6-29-09:39:15,2056.1
Write,2023-6-29-09:39:16,2059.9
Read,2023-6-29-09:39:16,2055.4
Write,2023-6-29-09:39:16,2055.4
Read,2023-6-29-09:39:16,2056.5
Write,2023-6-29-09:39:17,2055.8
Read,2023-6-29-09:39:17,2055.8
Write,2023-6-29-09:39:17,2055.9
Read,2023-6-29-09:39:17,2056.0
Write,2023-6-29-09:39:18,2056.1
Read,2023-6-29-09:39:18,2055.5
Write,2023-6-29-09:39:18,2055.6
Read,2023-6-29-09:39:18,2056.4
Write,2023-6-29-09:39:19,2056.1
Read,2023-6-29-09:39:19,2055.7
Write,2023-6-29-09:39:19,2055.5
Read,2023-6-29-09:39:19,2056.2
Write,2023-6-29-09:39:20,2056.4
Read,2023-6-29-09:39:20,2055.2
Write,2023-6-29-09:39:20,2055.7
Read,2023-6-29-09:39:20,2056.2
Write,2023-6-29-09:39:21,2055.7
Read,2023-6-29-09:39:21,2056.3
Write,2023-6-29-09:39:21,2055.7
Read,2023-6-29-09:39:21,2055.8
Write,2023-6-29-09:39:22,2055.7
Read,2023-6-29-09:39:22,2055.9
Write,2023-6-29-09:39:22,2055.9
Read,2023-6-29-09:39:22,2055.9
Write,2023-6-29-09:39:23,2056.1
Read,2023-6-29-09:39:23,2055.5
Write,2023-6-29-09:39:23,2055.9
Read,2023-6-29-09:39:23,2055.7
Write,2023-6-29-09:39:24,2056.0
Read,2023-6-29-09:39:24,2055.8
Write,2023-6-29-09:39:24,2055.8
Read,2023-6-29-09:39:24,2056.2
Write,2023-6-29-09:39:25,2055.7
Read,2023-6-29-09:39:25,2055.8
Write,2023-6-29-09:39:25,2055.4
Read,2023-6-29-09:39:25,2056.3
Write,2023-6-29-09:39:26,2056.8
Read,2023-6-29-09:39:26,2055.8
Write,2023-6-29-09:39:26,2055.6
Read,2023-6-29-09:39:26,2056.0
Write,2023-6-29-09:39:27,2056.0
Read,2023-6-29-09:39:27,2055.6
Write,2023-6-29-09:39:27,2056.3
Read,2023-6-29-09:39:27,2055.7
Write,2023-6-29-09:39:28,2056.0
Read,2023-6-29-09:39:28,2056.3
Write,2023-6-29-09:39:28,2049.1
Read,2023-6-29-09:39:28,2055.9
Write,2023-6-29-09:39:29,2058.9
Read,2023-6-29-09:39:29,2056.3
Write,2023-6-29-09:39:29,2055.5
Read,2023-6-29-09:39:29,2055.6
Write,2023-6-29-09:39:30,2056.2
Read,2023-6-29-09:39:30,2055.5
Write,2023-6-29-09:39:30,2055.5
Read,2023-6-29-09:39:30,2056.2
Write,2023-6-29-09:39:31,2056.0
Read,2023-6-29-09:39:31,2056.4
Write,2023-6-29-09:39:31,2055.9
Read,2023-6-29-09:39:31,2054.9
Write,2023-6-29-09:39:32,2056.1
Read,2023-6-29-09:39:32,2057.2
Write,2023-6-29-09:39:32,2056.4
Read,2023-6-29-09:39:32,2055.6
Write,2023-6-29-09:39:33,2056.0
Read,2023-6-29-09:39:33,2056.3
Write,2023-6-29-09:39:33,2055.5
Read,2023-6-29-09:39:33,2055.5
Write,2023-6-29-09:39:34,2056.3
Read,2023-6-29-09:39:34,2056.7
Write,2023-6-29-09:39:34,2055.5
Read,2023-6-29-09:39:34,2055.9
Write,2023-6-29-09:39:35,2055.9
Read,2023-6-29-09:39:35,2055.4
Write,2023-6-29-09:39:35,2054.5
Read,2023-6-29-09:39:35,2056.0
Write,2023-6-29-09:39:36,2055.2
Read,2023-6-29-09:39:36,2056.4
Write,2023-6-29-09:39:36,2058.9
Read,2023-6-29-09:39:36,2056.1
Write,2023-6-29-09:39:37,2055.5
Read,2023-6-29-09:39:37,2050.8
Write,2023-6-29-09:39:37,2055.7
Read,2023-6-29-09:39:37,2056.2
Write,2023-6-29-09:39:38,2056.0
Read,2023-6-29-09:39:38,2055.8
Write,2023-6-29-09:39:38,2056.1
Read,2023-6-29-09:39:38,2055.7
Write,2023-6-29-09:39:39,2055.6
Read,2023-6-29-09:39:39,2056.1
Write,2023-6-29-09:39:39,2055.9
Read,2023-6-29-09:39:39,2056.2
Write,2023-6-29-09:39:40,2056.2
Read,2023-6-29-09:39:40,2055.6
Write,2023-6-29-09:39:40,2054.1
Read,2023-6-29-09:39:40,2056.0
Write,2023-6-29-09:39:41,2058.2
Read,2023-6-29-09:39:41,2056.2
Write,2023-6-29-09:39:41,2055.4
Read,2023-6-29-09:39:41,2055.4
Write,2023-6-29-09:39:42,2055.9
Read,2023-6-29-09:39:42,2056.1
Write,2023-6-29-09:39:42,2056.3
Read,2023-6-29-09:39:42,2056.0
Write,2023-6-29-09:39:43,2056.1
Read,2023-6-29-09:39:43,2055.8
Write,2023-6-29-09:39:43,2056.0
Read,2023-6-29-09:39:43,2056.1
Write,2023-6-29-09:39:44,2055.4
Read,2023-6-29-09:39:44,2056.0
Write,2023-6-29-09:39:44,2056.2
Read,2023-6-29-09:39:44,2055.9
Write,2023-6-29-09:39:45,2055.6
Read,2023-6-29-09:39:45,2056.1
Write,2023-6-29-09:39:45,2055.2
Read,2023-6-29-09:39:45,2055.4
Write,2023-6-29-09:39:46,2056.4
Read,2023-6-29-09:39:46,2056.2
Write,2023-6-29-09:39:46,2055.9
Read,2023-6-29-09:39:46,2055.7
Write,2023-6-29-09:39:47,2055.7
Read,2023-6-29-09:39:47,2055.9
Write,2023-6-29-09:39:47,2055.4
Read,2023-6-29-09:39:47,2055.8
Write,2023-6-29-09:39:48,2055.9
Read,2023-6-29-09:39:48,2055.5
Write,2023-6-29-09:39:48,2056.5
Read,2023-6-29-09:39:48,2055.9
Write,2023-6-29-09:39:49,2056.2
Read,2023-6-29-09:39:49,2056.5
Write,2023-6-29-09:39:49,2055.5
Read,2023-6-29-09:39:49,2054.6
Write,2023-6-29-09:39:50,2056.3
Read,2023-6-29-09:39:50,2055.1
Write,2023-6-29-09:39:50,2055.8
Read,2023-6-29-09:39:50,2055.9
Write,2023-6-29-09:39:51,2055.9
Read,2023-6-29-09:39:51,2055.6
Write,2023-6-29-09:39:51,2055.7
Read,2023-6-29-09:39:51,2054.8
Write,2023-6-29-09:39:52,2055.7
Read,2023-6-29-09:39:52,2056.6
Write,2023-6-29-09:39:52,2055.4
Read,2023-6-29-09:39:52,2056.0
Write,2023-6-29-09:39:53,2056.3
Read,2023-6-29-09:39:53,2055.3
Write,2023-6-29-09:39:53,2055.9
Read,2023-6-29-09:39:53,2056.3
Write,2023-6-29-09:39:54,2055.8
Read,2023-6-29-09:39:54,2055.6
Write,2023-6-29-09:39:54,2055.3
Read,2023-6-29-09:39:54,2055.9
Write,2023-6-29-09:39:55,2056.2
Read,2023-6-29-09:39:55,2055.4
Write,2023-6-29-09:39:55,2056.2
Read,2023-6-29-09:39:55,2055.8
Write,2023-6-29-09:39:56,2055.6
Read,2023-6-29-09:39:56,2056.1
Write,2023-6-29-09:39:56,2056.1
Read,2023-6-29-09:39:56,2055.9
Write,2023-6-29-09:39:57,2055.6
Read,2023-6-29-09:39:57,2055.2
Write,2023-6-29-09:39:57,2055.6
Read,2023-6-29-09:39:57,2056.1
Write,2023-6-29-09:39:58,2055.9
Read,2023-6-29-09:39:58,2055.4
Write,2023-6-29-09:39:58,2056.2
Read,2023-6-29-09:39:58,2056.2
Write,2023-6-29-09:39:59,2055.9
Read,2023-6-29-09:39:59,2056.6
Write,2023-6-29-09:39:59,2056.0
Read,2023-6-29-09:39:59,2055.4
Write,2023-6-29-09:40:00,2055.6
Read,2023-6-29-09:40:00,2056.2
Write,2023-6-29-09:40:00,2056.2
Read,2023-6-29-09:40:00,2055.4
Write,2023-6-29-09:40:01,2055.9
Read,2023-6-29-09:40:01,2056.2
Write,2023-6-29-09:40:01,2056.2
Read,2023-6-29-09:40:01,2056.1
Write,2023-6-29-09:40:02,2055.7
Read,2023-6-29-09:40:02,2055.4
Write,2023-6-29-09:40:02,2056.3
Read,2023-6-29-09:40:02,2056.2
Write,2023-6-29-09:40:03,2055.4
Read,2023-6-29-09:40:03,2055.5
Write,2023-6-29-09:40:03,2055.8
Read,2023-6-29-09:40:03,2055.3
Write,2023-6-29-09:40:04,2056.5
Read,2023-6-29-09:40:04,2056.5
Write,2023-6-29-09:40:04,2055.9
Read,2023-6-29-09:40:04,2054.8
Write,2023-6-29-09:40:05,2055.9
Read,2023-6-29-09:40:05,2055.9
Write,2023-6-29-09:40:05,2056.3
Read,2023-6-29-09:40:05,2056.9
Write,2023-6-29-09:40:06,2051.7
Read,2023-6-29-09:40:06,2055.1
Write,2023-6-29-09:40:06,2060.1
Read,2023-6-29-09:40:06,2056.0
Write,2023-6-29-09:40:07,2055.9
Read,2023-6-29-09:40:07,2055.8
Write,2023-6-29-09:40:07,2056.1
Read,2023-6-29-09:40:07,2055.7
Write,2023-6-29-09:40:08,2055.9
Read,2023-6-29-09:40:08,2056.1
Write,2023-6-29-09:40:08,2056.2
Read,2023-6-29-09:40:08,2055.8
Write,2023-6-29-09:40:09,2055.8
Read,2023-6-29-09:40:09,2056.4
Write,2023-6-29-09:40:09,2055.9
Read,2023-6-29-09:40:09,2054.6
Write,2023-6-29-09:40:10,2056.3
Read,2023-6-29-09:40:10,2056.0
Write,2023-6-29-09:40:10,2055.9
Read,2023-6-29-09:40:10,2056.0
Write,2023-6-29-09:40:11,2056.2
Read,2023-6-29-09:40:11,2055.9
Write,2023-6-29-09:40:11,2055.4
Read,2023-6-29-09:40:11,2055.4
Write,2023-6-29-09:40:12,2056.3
Read,2023-6-29-09:40:12,2050.3
Write,2023-6-29-09:40:12,2055.9
Read,2023-6-29-09:40:12,2061.4
Write,2023-6-29-09:40:13,2055.9
Read,2023-6-29-09:40:13,2055.4
Write,2023-6-29-09:40:13,2056.1
Read,2023-6-29-09:40:13,2056.1
Write,2023-6-29-09:40:14,2055.9
Read,2023-6-29-09:40:14,2055.6
Write,2023-6-29-09:40:14,2055.9
Read,2023-6-29-09:40:14,2056.5
Write,2023-6-29-09:40:15,2055.8
Read,2023-6-29-09:40:15,2055.6
Write,2023-6-29-09:40:15,2055.7
Read,2023-6-29-09:40:15,2055.7
Write,2023-6-29-09:40:16,2055.8
Read,2023-6-29-09:40:16,2056.0
Write,2023-6-29-09:40:16,2056.2
Read,2023-6-29-09:40:16,2055.2
Write,2023-6-29-09:40:17,2055.5
Read,2023-6-29-09:40:17,2056.6
Write,2023-6-29-09:40:17,2056.3
Read,2023-6-29-09:40:17,2055.6
Write,2023-6-29-09:40:18,2054.3
Read,2023-6-29-09:40:18,2056.1
Write,2023-6-29-09:40:18,2057.2
Read,2023-6-29-09:40:18,2055.9
Write,2023-6-29-09:40:19,2056.1
Read,2023-6-29-09:40:19,2055.6
Write,2023-6-29-09:40:19,2056.0
Read,2023-6-29-09:40:19,2056.2
Write,2023-6-29-09:40:20,2055.8
Read,2023-6-29-09:40:20,2055.5
Write,2023-6-29-09:40:20,2056.0
Read,2023-6-29-09:40:20,2056.0
Write,2023-6-29-09:40:21,2055.9
Read,2023-6-29-09:40:21,2055.8
Write,2023-6-29-09:40:21,2055.8
Read,2023-6-29-09:40:21,2056.1
Write,2023-6-29-09:40:22,2055.8
Read,2023-6-29-09:40:22,2055.4
Write,2023-6-29-09:40:22,2055.8
Read,2023-6-29-09:40:22,2055.9
Write,2023-6-29-09:40:23,2055.8
Read,2023-6-29-09:40:23,2055.9
Write,2023-6-29-09:40:23,2055.8
Read,2023-6-29-09:40:23,2056.0
Write,2023-6-29-09:40:24,2056.2
Read,2023-6-29-09:40:24,2055.6
Write,2023-6-29-09:40:24,2056.4
Read,2023-6-29-09:40:24,2056.8
Write,2023-6-29-09:40:25,2055.5
Read,2023-6-29-09:40:25,2055.5
Write,2023-6-29-09:40:25,2056.1
Read,2023-6-29-09:40:25,2056.2
Write,2023-6-29-09:40:26,2055.8
Read,2023-6-29-09:40:26,2055.1
Write,2023-6-29-09:40:26,2055.5
Read,2023-6-29-09:40:26,2055.9
Write,2023-6-29-09:40:27,2056.5
Read,2023-6-29-09:40:27,2056.3
Write,2023-6-29-09:40:27,2055.8
Read,2023-6-29-09:40:27,2056.1
Write,2023-6-29-09:40:28,2055.8
Read,2023-6-29-09:40:28,2055.6
Write,2023-6-29-09:40:28,2055.6
Read,2023-6-29-09:40:28,2055.3
Write,2023-6-29-09:40:29,2056.1
Read,2023-6-29-09:40:29,2055.6
Write,2023-6-29-09:40:29,2055.8
Read,2023-6-29-09:40:29,2055.4
Write,2023-6-29-09:40:30,2055.9
Read,2023-6-29-09:40:30,2057.0
Write,2023-6-29-09:40:30,2055.9
Read,2023-6-29-09:40:30,2055.5
Write,2023-6-29-09:40:31,2055.8
Read,2023-6-29-09:40:31,2055.4
Write,2023-6-29-09:40:31,2055.9
Read,2023-6-29-09:40:31,2056.0
Write,2023-6-29-09:40:32,2055.8
Read,2023-6-29-09:40:32,2054.2
Write,2023-6-29-09:40:32,2055.6
Read,2023-6-29-09:40:32,2057.6
Write,2023-6-29-09:40:33,2055.7
Read,2023-6-29-09:40:33,2055.4
Write,2023-6-29-09:40:33,2055.9
Read,2023-6-29-09:40:33,2055.6
Write,2023-6-29-09:40:34,2053.6
Read,2023-6-29-09:40:34,2055.7
Write,2023-6-29-09:40:34,2057.9
Read,2023-6-29-09:40:34,2055.6
Write,2023-6-29-09:40:35,2055.8
Read,2023-6-29-09:40:35,2055.4
Write,2023-6-29-09:40:35,2055.8
Read,2023-6-29-09:40:35,2055.4
Write,2023-6-29-09:40:36,2055.8
Read,2023-6-29-09:40:36,2056.1
Write,2023-6-29-09:40:36,2055.4
Read,2023-6-29-09:40:36,2055.8
Write,2023-6-29-09:40:37,2056.1
Read,2023-6-29-09:40:37,2056.2
Write,2023-6-29-09:40:37,2055.6
Read,2023-6-29-09:40:37,2055.8
Write,2023-6-29-09:40:38,2056.0
Read,2023-6-29-09:40:38,2055.5
Write,2023-6-29-09:40:38,2055.8
Read,2023-6-29-09:40:38,2056.3
Write,2023-6-29-09:40:39,2055.7
Read,2023-6-29-09:40:39,2055.6
Write,2023-6-29-09:40:39,2056.0
Read,2023-6-29-09:40:39,2055.6
Write,2023-6-29-09:40:40,2055.7
Read,2023-6-29-09:40:40,2055.4
Write,2023-6-29-09:40:40,2055.7
Read,2023-6-29-09:40:40,2056.1
Write,2023-6-29-09:40:41,2055.6
Read,2023-6-29-09:40:41,2054.5
Write,2023-6-29-09:40:41,2055.8
Read,2023-6-29-09:40:41,2056.0
Write,2023-6-29-09:40:42,2055.9
Read,2023-6-29-09:40:42,2056.6
Write,2023-6-29-09:40:42,2056.2
Read,2023-6-29-09:40:42,2050.1
Write,2023-6-29-09:40:43,2055.9
Read,2023-6-29-09:40:43,2061.8
Write,2023-6-29-09:40:43,2056.1
Read,2023-6-29-09:40:43,2055.6
Write,2023-6-29-09:40:44,2055.8
Read,2023-6-29-09:40:44,2055.2
Write,2023-6-29-09:40:44,2056.0
Read,2023-6-29-09:40:44,2056.0
Write,2023-6-29-09:40:45,2055.9
Read,2023-6-29-09:40:45,2056.2
Write,2023-6-29-09:40:45,2056.1
Read,2023-6-29-09:40:45,2055.8
Write,2023-6-29-09:40:46,2056.3
Read,2023-6-29-09:40:46,2056.1
Write,2023-6-29-09:40:46,2053.7
Read,2023-6-29-09:40:46,2055.8
Write,2023-6-29-09:40:47,2058.1
Read,2023-6-29-09:40:47,2055.7
Write,2023-6-29-09:40:47,2055.6
Read,2023-6-29-09:40:47,2055.9
Write,2023-6-29-09:40:48,2055.9
Read,2023-6-29-09:40:48,2055.2
Write,2023-6-29-09:40:48,2056.1
Read,2023-6-29-09:40:48,2055.8
Write,2023-6-29-09:40:49,2055.9
Read,2023-6-29-09:40:49,2056.1
Write,2023-6-29-09:40:49,2056.0
Read,2023-6-29-09:40:49,2055.8
Write,2023-6-29-09:40:50,2056.0
Read,2023-6-29-09:40:50,2056.4
Write,2023-6-29-09:40:50,2056.0
Read,2023-6-29-09:40:50,2054.2
Write,2023-6-29-09:40:51,2056.0
Read,2023-6-29-09:40:51,2055.5
Write,2023-6-29-09:40:51,2055.1
Read,2023-6-29-09:40:51,2056.2
Write,2023-6-29-09:40:52,2056.9
Read,2023-6-29-09:40:52,2056.1
Write,2023-6-29-09:40:52,2056.1
Read,2023-6-29-09:40:52,2051.2
Write,2023-6-29-09:40:53,2055.9
Read,2023-6-29-09:40:53,2058.7
Write,2023-6-29-09:40:53,2056.0
Read,2023-6-29-09:40:53,2058.0
Write,2023-6-29-09:40:54,2056.1
Read,2023-6-29-09:40:54,2055.5
Write,2023-6-29-09:40:54,2055.4
Read,2023-6-29-09:40:54,2056.2
Write,2023-6-29-09:40:55,2056.6
Read,2023-6-29-09:40:55,2056.1
Write,2023-6-29-09:40:55,2055.9
Read,2023-6-29-09:40:55,2055.6
Write,2023-6-29-09:40:56,2055.9
Read,2023-6-29-09:40:56,2055.3
Write,2023-6-29-09:40:56,2056.0
Read,2023-6-29-09:40:56,2056.1
Write,2023-6-29-09:40:57,2055.6
Read,2023-6-29-09:40:57,2056.2
Write,2023-6-29-09:40:57,2056.2
Read,2023-6-29-09:40:57,2055.7
Write,2023-6-29-09:40:57,2055.8
Read,2023-6-29-09:40:58,2055.4
Write,2023-6-29-09:40:58,2055.9
Read,2023-6-29-09:40:58,2055.9
Write,2023-6-29-09:40:58,2055.7
Read,2023-6-29-09:40:59,2055.3
Write,2023-6-29-09:40:59,2055.7
Read,2023-6-29-09:40:59,2056.2
Write,2023-6-29-09:40:59,2056.0
Read,2023-6-29-09:41:00,2055.8
Write,2023-6-29-09:41:00,2056.0
Read,2023-6-29-09:41:00,2055.9
Write,2023-6-29-09:41:00,2055.8
Read,2023-6-29-09:41:01,2055.7
Write,2023-6-29-09:41:01,2056.3
Read,2023-6-29-09:41:01,2056.0
Write,2023-6-29-09:41:01,2055.8
Read,2023-6-29-09:41:02,2055.8
Write,2023-6-29-09:41:02,2055.6
Read,2023-6-29-09:41:02,2056.4
Write,2023-6-29-09:41:02,2055.9
Read,2023-6-29-09:41:03,2055.7
Write,2023-6-29-09:41:03,2055.6
Read,2023-6-29-09:41:03,2055.6
Write,2023-6-29-09:41:03,2055.6
Read,2023-6-29-09:41:03,2055.7
Write,2023-6-29-09:41:04,2055.7
Read,2023-6-29-09:41:04,2055.2
Write,2023-6-29-09:41:04,2055.6
Read,2023-6-29-09:41:04,2056.1
Write,2023-6-29-09:41:05,2055.6
Read,2023-6-29-09:41:05,2055.8
Write,2023-6-29-09:41:05,2055.6
Read,2023-6-29-09:41:05,2055.2
Write,2023-6-29-09:41:06,2056.4
Read,2023-6-29-09:41:06,2055.8
Write,2023-6-29-09:41:06,2055.6
Read,2023-6-29-09:41:06,2042.7
Write,2023-6-29-09:41:07,2055.9
Read,2023-6-29-09:41:07,2069.6
Write,2023-6-29-09:41:07,2055.8
Read,2023-6-29-09:41:07,2048.0
Write,2023-6-29-09:41:08,2055.4
Read,2023-6-29-09:41:08,2055.1
Write,2023-6-29-09:41:08,2056.1
Read,2023-6-29-09:41:08,2055.7
Write,2023-6-29-09:41:09,2055.8
Read,2023-6-29-09:41:09,2055.9
Write,2023-6-29-09:41:09,2055.8
Read,2023-6-29-09:41:09,2056.0
Write,2023-6-29-09:41:10,2055.6
Read,2023-6-29-09:41:10,2052.7
Write,2023-6-29-09:41:10,2056.0
Read,2023-6-29-09:41:10,2058.3
Write,2023-6-29-09:41:11,2055.2
Read,2023-6-29-09:41:11,2055.5
Write,2023-6-29-09:41:11,2053.0
Read,2023-6-29-09:41:11,2055.5
Write,2023-6-29-09:41:12,2054.3
Read,2023-6-29-09:41:12,2056.3
Write,2023-6-29-09:41:12,2057.3
Read,2023-6-29-09:41:12,2055.4
Write,2023-6-29-09:41:13,2055.8
Read,2023-6-29-09:41:13,2055.3
Write,2023-6-29-09:41:13,2056.1
Read,2023-6-29-09:41:13,2055.7
Write,2023-6-29-09:41:14,2055.8
Read,2023-6-29-09:41:14,2056.0
Write,2023-6-29-09:41:14,2055.8
Read,2023-6-29-09:41:14,2056.5
Write,2023-6-29-09:41:15,2055.7
Read,2023-6-29-09:41:15,2055.7
Write,2023-6-29-09:41:15,2056.2
Read,2023-6-29-09:41:15,2056.4
Write,2023-6-29-09:41:16,2056.1
Read,2023-6-29-09:41:16,2056.1
Write,2023-6-29-09:41:16,2056.0
Read,2023-6-29-09:41:16,2056.0
Write,2023-6-29-09:41:17,2055.4
Read,2023-6-29-09:41:17,2056.0
Write,2023-6-29-09:41:17,2055.5
Read,2023-6-29-09:41:17,2055.9
Write,2023-6-29-09:41:18,2055.9
