,Direction,time,Rate
6711,Write,2023-6-29-09:34:40,2055.6
6712,Read,2023-6-29-09:34:40,2056.4
6713,Write,2023-6-29-09:34:40,2056.3
6714,Read,2023-6-29-09:34:41,2055.0
6715,Write,2023-6-29-09:34:41,2055.8
6716,Read,2023-6-29-09:34:41,2055.8
6717,Write,2023-6-29-09:34:41,2056.3
6718,Read,2023-6-29-09:34:42,2056.1
6719,Write,2023-6-29-09:34:42,2055.4
6720,Read,2023-6-29-09:34:42,2056.7
6721,Write,2023-6-29-09:34:42,2056.1
6722,Read,2023-6-29-09:34:43,2055.6
6723,Write,2023-6-29-09:34:43,2056.0
6724,Read,2023-6-29-09:34:43,2056.1
6725,Write,2023-6-29-09:34:43,2056.2
6726,Read,2023-6-29-09:34:44,2056.2
6727,Write,2023-6-29-09:34:44,2055.7
6728,Read,2023-6-29-09:34:44,2055.6
6729,Write,2023-6-29-09:34:44,2056.0
6730,Read,2023-6-29-09:34:45,2056.0
6731,Write,2023-6-29-09:34:45,2056.1
6732,Read,2023-6-29-09:34:45,2055.6
6733,Write,2023-6-29-09:34:45,2055.9
6734,Read,2023-6-29-09:34:46,2056.0
6735,Write,2023-6-29-09:34:46,2056.5
6736,Read,2023-6-29-09:34:46,2056.6
6737,Write,2023-6-29-09:34:46,2056.1
6738,Read,2023-6-29-09:34:47,2055.7
6739,Write,2023-6-29-09:34:47,2055.6
6740,Read,2023-6-29-09:34:47,2055.7
6741,Write,2023-6-29-09:34:47,2056.0
6742,Read,2023-6-29-09:34:48,2056.3
6743,Write,2023-6-29-09:34:48,2056.2
6744,Read,2023-6-29-09:34:48,2055.7
6745,Write,2023-6-29-09:34:48,2056.0
6746,Read,2023-6-29-09:34:49,2055.4
6747,Write,2023-6-29-09:34:49,2056.0
6748,Read,2023-6-29-09:34:49,2056.5
6749,Write,2023-6-29-09:34:49,2055.4
6750,Read,2023-6-29-09:34:50,2055.9
6751,Write,2023-6-29-09:34:50,2056.2
6752,Read,2023-6-29-09:34:50,2056.5
6753,Write,2023-6-29-09:34:50,2056.1
6754,Read,2023-6-29-09:34:51,2055.7
6755,Write,2023-6-29-09:34:51,2055.8
6756,Read,2023-6-29-09:34:51,2056.0
6757,Write,2023-6-29-09:34:51,2056.1
6758,Read,2023-6-29-09:34:52,2055.4
6759,Write,2023-6-29-09:34:52,2056.0
6760,Read,2023-6-29-09:34:52,2056.3
6761,Write,2023-6-29-09:34:52,2055.3
6762,Read,2023-6-29-09:34:53,2056.1
6763,Write,2023-6-29-09:34:53,2055.7
6764,Read,2023-6-29-09:34:53,2056.0
6765,Write,2023-6-29-09:34:53,2055.5
6766,Read,2023-6-29-09:34:54,2055.3
6767,Write,2023-6-29-09:34:54,2056.7
6768,Read,2023-6-29-09:34:54,2056.3
6769,Write,2023-6-29-09:34:54,2055.7
6770,Read,2023-6-29-09:34:55,2056.0
6771,Write,2023-6-29-09:34:55,2055.4
6772,Read,2023-6-29-09:34:55,2056.0
6773,Write,2023-6-29-09:34:55,2056.0
6774,Read,2023-6-29-09:34:56,2055.6
6775,Write,2023-6-29-09:34:56,2052.6
6776,Read,2023-6-29-09:34:56,2055.5
6777,Write,2023-6-29-09:34:56,2059.2
6778,Read,2023-6-29-09:34:57,2056.1
6779,Write,2023-6-29-09:34:57,2056.0
6780,Read,2023-6-29-09:34:57,2055.7
6781,Write,2023-6-29-09:34:57,2055.4
6782,Read,2023-6-29-09:34:58,2055.9
6783,Write,2023-6-29-09:34:58,2056.2
6784,Read,2023-6-29-09:34:58,2055.7
6785,Write,2023-6-29-09:34:58,2056.1
6786,Read,2023-6-29-09:34:59,2055.2
6787,Write,2023-6-29-09:34:59,2055.4
6788,Read,2023-6-29-09:34:59,2056.7
6789,Write,2023-6-29-09:34:59,2056.3
6790,Read,2023-6-29-09:35:00,2055.9
6791,Write,2023-6-29-09:35:00,2055.5
6792,Read,2023-6-29-09:35:00,2055.7
6793,Write,2023-6-29-09:35:00,2055.6
6794,Read,2023-6-29-09:35:01,2055.8
6795,Write,2023-6-29-09:35:01,2056.7
6796,Read,2023-6-29-09:35:01,2055.8
6797,Write,2023-6-29-09:35:01,2055.7
6798,Read,2023-6-29-09:35:02,2055.6
6799,Write,2023-6-29-09:35:02,2056.0
6800,Read,2023-6-29-09:35:02,2055.9
6801,Write,2023-6-29-09:35:02,2055.3
6802,Read,2023-6-29-09:35:03,2056.1
6803,Write,2023-6-29-09:35:03,2056.5
6804,Read,2023-6-29-09:35:03,2055.6
6805,Write,2023-6-29-09:35:03,2055.5
6806,Read,2023-6-29-09:35:04,2055.4
6807,Write,2023-6-29-09:35:04,2056.1
6808,Read,2023-6-29-09:35:04,2047.7
6809,Write,2023-6-29-09:35:04,2055.5
6810,Read,2023-6-29-09:35:04,2063.9
6811,Write,2023-6-29-09:35:05,2056.1
6812,Read,2023-6-29-09:35:05,2056.6
6813,Write,2023-6-29-09:35:05,2055.8
6814,Read,2023-6-29-09:35:05,2056.0
6815,Write,2023-6-29-09:35:06,2056.1
6816,Read,2023-6-29-09:35:06,2055.9
6817,Write,2023-6-29-09:35:06,2055.6
6818,Read,2023-6-29-09:35:06,2055.9
6819,Write,2023-6-29-09:35:07,2052.8
6820,Read,2023-6-29-09:35:07,2055.3
6821,Write,2023-6-29-09:35:07,2059.2
6822,Read,2023-6-29-09:35:07,2055.9
6823,Write,2023-6-29-09:35:08,2055.3
6824,Read,2023-6-29-09:35:08,2056.0
6825,Write,2023-6-29-09:35:08,2056.2
6826,Read,2023-6-29-09:35:08,2056.1
6827,Write,2023-6-29-09:35:09,2056.0
6828,Read,2023-6-29-09:35:09,2055.4
6829,Write,2023-6-29-09:35:09,2056.1
6830,Read,2023-6-29-09:35:09,2055.9
6831,Write,2023-6-29-09:35:10,2055.9
6832,Read,2023-6-29-09:35:10,2056.4
6833,Write,2023-6-29-09:35:10,2055.6
6834,Read,2023-6-29-09:35:10,2055.6
6835,Write,2023-6-29-09:35:11,2056.0
6836,Read,2023-6-29-09:35:11,2055.8
6837,Write,2023-6-29-09:35:11,2055.8
6838,Read,2023-6-29-09:35:11,2055.4
6839,Write,2023-6-29-09:35:12,2055.9
6840,Read,2023-6-29-09:35:12,2055.7
6841,Write,2023-6-29-09:35:12,2056.0
6842,Read,2023-6-29-09:35:12,2055.8
6843,Write,2023-6-29-09:35:13,2055.3
6844,Read,2023-6-29-09:35:13,2056.9
6845,Write,2023-6-29-09:35:13,2056.0
6846,Read,2023-6-29-09:35:13,2055.4
6847,Write,2023-6-29-09:35:14,2055.9
6848,Read,2023-6-29-09:35:14,2056.4
6849,Write,2023-6-29-09:35:14,2056.4
6850,Read,2023-6-29-09:35:14,2055.3
6851,Write,2023-6-29-09:35:15,2055.0
6852,Read,2023-6-29-09:35:15,2056.3
6853,Write,2023-6-29-09:35:15,2056.3
6854,Read,2023-6-29-09:35:15,2055.9
6855,Write,2023-6-29-09:35:16,2056.0
6856,Read,2023-6-29-09:35:16,2055.5
6857,Write,2023-6-29-09:35:16,2055.7
6858,Read,2023-6-29-09:35:16,2055.5
6859,Write,2023-6-29-09:35:17,2056.0
6860,Read,2023-6-29-09:35:17,2056.0
6861,Write,2023-6-29-09:35:17,2055.8
6862,Read,2023-6-29-09:35:17,2055.7
6863,Write,2023-6-29-09:35:18,2055.5
6864,Read,2023-6-29-09:35:18,2056.1
6865,Write,2023-6-29-09:35:18,2056.0
6866,Read,2023-6-29-09:35:18,2055.9
6867,Write,2023-6-29-09:35:19,2055.4
6868,Read,2023-6-29-09:35:19,2055.0
6869,Write,2023-6-29-09:35:19,2056.5
6870,Read,2023-6-29-09:35:19,2056.8
6871,Write,2023-6-29-09:35:20,2055.7
6872,Read,2023-6-29-09:35:20,2055.5
6873,Write,2023-6-29-09:35:20,2055.5
6874,Read,2023-6-29-09:35:20,2056.2
6875,Write,2023-6-29-09:35:21,2056.1
6876,Read,2023-6-29-09:35:21,2055.7
6877,Write,2023-6-29-09:35:21,2055.9
6878,Read,2023-6-29-09:35:21,2055.7
6879,Write,2023-6-29-09:35:22,2055.5
6880,Read,2023-6-29-09:35:22,2056.2
6881,Write,2023-6-29-09:35:22,2056.4
6882,Read,2023-6-29-09:35:22,2055.5
6883,Write,2023-6-29-09:35:23,2054.8
6884,Read,2023-6-29-09:35:23,2056.0
6885,Write,2023-6-29-09:35:23,2056.5
6886,Read,2023-6-29-09:35:23,2056.0
6887,Write,2023-6-29-09:35:24,2055.4
6888,Read,2023-6-29-09:35:24,2059.8
6889,Write,2023-6-29-09:35:24,2034.8
6890,Read,2023-6-29-09:35:24,2076.0
6891,Write,2023-6-29-09:35:25,2014.2
6892,Read,2023-6-29-09:35:25,2064.0
6893,Write,2023-6-29-09:35:25,2014.2
6894,Read,2023-6-29-09:35:25,2077.3
6895,Write,2023-6-29-09:35:26,2015.4
6896,Read,2023-6-29-09:35:26,2077.7
6897,Write,2023-6-29-09:35:26,2014.8
6898,Read,2023-6-29-09:35:26,2078.7
6899,Write,2023-6-29-09:35:27,2014.9
6900,Read,2023-6-29-09:35:27,2074.9
6901,Write,2023-6-29-09:35:27,2027.4
6902,Read,2023-6-29-09:35:27,2075.4
6903,Write,2023-6-29-09:35:28,2002.2
6904,Read,2023-6-29-09:35:28,2066.3
6905,Write,2023-6-29-09:35:28,2028.1
6906,Read,2023-6-29-09:35:28,2081.7
6907,Write,2023-6-29-09:35:29,2014.4
6908,Read,2023-6-29-09:35:29,2077.4
6909,Write,2023-6-29-09:35:29,2027.8
6910,Read,2023-6-29-09:35:29,2066.9
6911,Write,2023-6-29-09:35:30,2015.0
6912,Read,2023-6-29-09:35:30,2064.0
6913,Write,2023-6-29-09:35:30,2027.6
6914,Read,2023-6-29-09:35:30,2073.3
6915,Write,2023-6-29-09:35:31,2014.6
6916,Read,2023-6-29-09:35:31,2071.0
6917,Write,2023-6-29-09:35:31,2041.9
6918,Read,2023-6-29-09:35:31,2061.4
6919,Write,2023-6-29-09:35:32,2028.3
6920,Read,2023-6-29-09:35:32,2071.4
6921,Write,2023-6-29-09:35:32,2027.4
6922,Read,2023-6-29-09:35:32,2076.9
6923,Write,2023-6-29-09:35:33,2027.9
6924,Read,2023-6-29-09:35:33,2061.3
6925,Write,2023-6-29-09:35:33,2027.1
6926,Read,2023-6-29-09:35:33,2068.1
6927,Write,2023-6-29-09:35:34,2034.7
6928,Read,2023-6-29-09:35:34,2063.3
6929,Write,2023-6-29-09:35:34,2055.4
6930,Read,2023-6-29-09:35:34,2055.8
6931,Write,2023-6-29-09:35:35,2056.1
6932,Read,2023-6-29-09:35:35,2056.1
6933,Write,2023-6-29-09:35:35,2055.6
6934,Read,2023-6-29-09:35:35,2055.2
6935,Write,2023-6-29-09:35:36,2053.1
6936,Read,2023-6-29-09:35:36,2056.6
6937,Write,2023-6-29-09:35:36,2059.0
6938,Read,2023-6-29-09:35:36,2055.8
6939,Write,2023-6-29-09:35:37,2055.9
6940,Read,2023-6-29-09:35:37,2055.8
6941,Write,2023-6-29-09:35:37,2056.1
6942,Read,2023-6-29-09:35:37,2056.0
6943,Write,2023-6-29-09:35:38,2056.3
6944,Read,2023-6-29-09:35:38,2056.1
6945,Write,2023-6-29-09:35:38,2056.2
6946,Read,2023-6-29-09:35:38,2056.1
6947,Write,2023-6-29-09:35:39,2055.4
6948,Read,2023-6-29-09:35:39,2055.4
6949,Write,2023-6-29-09:35:39,2055.9
6950,Read,2023-6-29-09:35:39,2056.3
6951,Write,2023-6-29-09:35:40,2056.1
6952,Read,2023-6-29-09:35:40,2055.3
6953,Write,2023-6-29-09:35:40,2055.8
6954,Read,2023-6-29-09:35:40,2056.0
6955,Write,2023-6-29-09:35:41,2055.9
6956,Read,2023-6-29-09:35:41,2055.9
6957,Write,2023-6-29-09:35:41,2055.2
6958,Read,2023-6-29-09:35:41,2055.4
6959,Write,2023-6-29-09:35:42,2056.3
6960,Read,2023-6-29-09:35:42,2056.1
6961,Write,2023-6-29-09:35:42,2055.9
6962,Read,2023-6-29-09:35:42,2055.9
6963,Write,2023-6-29-09:35:43,2055.8
6964,Read,2023-6-29-09:35:43,2056.3
6965,Write,2023-6-29-09:35:43,2056.4
6966,Read,2023-6-29-09:35:43,2055.9
6967,Write,2023-6-29-09:35:44,2055.1
6968,Read,2023-6-29-09:35:44,2056.1
6969,Write,2023-6-29-09:35:44,2056.4
6970,Read,2023-6-29-09:35:44,2056.1
6971,Write,2023-6-29-09:35:45,2056.0
6972,Read,2023-6-29-09:35:45,2055.7
6973,Write,2023-6-29-09:35:45,2056.2
6974,Read,2023-6-29-09:35:45,2055.7
6975,Write,2023-6-29-09:35:46,2056.4
6976,Read,2023-6-29-09:35:46,2056.2
6977,Write,2023-6-29-09:35:46,2055.1
6978,Read,2023-6-29-09:35:46,2056.0
6979,Write,2023-6-29-09:35:47,2056.4
6980,Read,2023-6-29-09:35:47,2056.4
6981,Write,2023-6-29-09:35:47,2055.6
6982,Read,2023-6-29-09:35:47,2055.3
6983,Write,2023-6-29-09:35:48,2055.8
6984,Read,2023-6-29-09:35:48,2055.7
6985,Write,2023-6-29-09:35:48,2055.9
6986,Read,2023-6-29-09:35:48,2056.3
6987,Write,2023-6-29-09:35:49,2051.8
6988,Read,2023-6-29-09:35:49,2055.7
6989,Write,2023-6-29-09:35:49,2059.5
6990,Read,2023-6-29-09:35:49,2055.6
6991,Write,2023-6-29-09:35:50,2056.2
6992,Read,2023-6-29-09:35:50,2055.6
6993,Write,2023-6-29-09:35:50,2055.9
6994,Read,2023-6-29-09:35:50,2056.1
6995,Write,2023-6-29-09:35:51,2055.8
6996,Read,2023-6-29-09:35:51,2055.8
6997,Write,2023-6-29-09:35:51,2055.7
6998,Read,2023-6-29-09:35:51,2055.9
6999,Write,2023-6-29-09:35:52,2055.5
7000,Read,2023-6-29-09:35:52,2055.6
7001,Write,2023-6-29-09:35:52,2056.5
7002,Read,2023-6-29-09:35:52,2056.1
7003,Write,2023-6-29-09:35:53,2055.6
7004,Read,2023-6-29-09:35:53,2055.5
7005,Write,2023-6-29-09:35:53,2053.8
7006,Read,2023-6-29-09:35:53,2055.7
7007,Write,2023-6-29-09:35:54,2057.9
7008,Read,2023-6-29-09:35:54,2056.6
7009,Write,2023-6-29-09:35:54,2055.7
7010,Read,2023-6-29-09:35:54,2055.6
7011,Write,2023-6-29-09:35:55,2055.7
7012,Read,2023-6-29-09:35:55,2055.4
7013,Write,2023-6-29-09:35:55,2056.5
7014,Read,2023-6-29-09:35:55,2056.5
7015,Write,2023-6-29-09:35:56,2055.3
7016,Read,2023-6-29-09:35:56,2055.3
7017,Write,2023-6-29-09:35:56,2056.1
7018,Read,2023-6-29-09:35:56,2056.2
7019,Write,2023-6-29-09:35:57,2055.4
7020,Read,2023-6-29-09:35:57,2055.7
7021,Write,2023-6-29-09:35:57,2055.6
7022,Read,2023-6-29-09:35:57,2055.6
7023,Write,2023-6-29-09:35:58,2055.5
7024,Read,2023-6-29-09:35:58,2055.1
7025,Write,2023-6-29-09:35:58,2056.0
7026,Read,2023-6-29-09:35:58,2055.6
7027,Write,2023-6-29-09:35:59,2052.8
7028,Read,2023-6-29-09:35:59,2056.5
7029,Write,2023-6-29-09:35:59,2057.2
7030,Read,2023-6-29-09:35:59,2055.5
7031,Write,2023-6-29-09:36:00,2056.2
7032,Read,2023-6-29-09:36:00,2056.2
7033,Write,2023-6-29-09:36:00,2055.6
7034,Read,2023-6-29-09:36:00,2055.8
7035,Write,2023-6-29-09:36:01,2055.5
7036,Read,2023-6-29-09:36:01,2055.4
7037,Write,2023-6-29-09:36:01,2056.2
7038,Read,2023-6-29-09:36:01,2056.2
7039,Write,2023-6-29-09:36:02,2055.6
7040,Read,2023-6-29-09:36:02,2055.7
7041,Write,2023-6-29-09:36:02,2056.2
7042,Read,2023-6-29-09:36:02,2056.0
7043,Write,2023-6-29-09:36:03,2055.7
7044,Read,2023-6-29-09:36:03,2055.8
7045,Write,2023-6-29-09:36:03,2056.1
7046,Read,2023-6-29-09:36:03,2055.8
7047,Write,2023-6-29-09:36:04,2055.5
7048,Read,2023-6-29-09:36:04,2055.8
7049,Write,2023-6-29-09:36:04,2055.7
7050,Read,2023-6-29-09:36:04,2056.0
7051,Write,2023-6-29-09:36:05,2055.8
7052,Read,2023-6-29-09:36:05,2056.0
7053,Write,2023-6-29-09:36:05,2055.9
7054,Read,2023-6-29-09:36:05,2056.0
7055,Write,2023-6-29-09:36:06,2055.9
7056,Read,2023-6-29-09:36:06,2055.2
7057,Write,2023-6-29-09:36:06,2056.5
7058,Read,2023-6-29-09:36:06,2056.1
7059,Write,2023-6-29-09:36:07,2055.6
7060,Read,2023-6-29-09:36:07,2056.1
7061,Write,2023-6-29-09:36:07,2055.7
7062,Read,2023-6-29-09:36:07,2055.7
7063,Write,2023-6-29-09:36:08,2055.7
7064,Read,2023-6-29-09:36:08,2055.9
7065,Write,2023-6-29-09:36:08,2055.8
7066,Read,2023-6-29-09:36:08,2055.3
7067,Write,2023-6-29-09:36:09,2056.4
7068,Read,2023-6-29-09:36:09,2056.4
7069,Write,2023-6-29-09:36:09,2055.8
7070,Read,2023-6-29-09:36:09,2056.1
7071,Write,2023-6-29-09:36:10,2055.3
7072,Read,2023-6-29-09:36:10,2055.9
7073,Write,2023-6-29-09:36:10,2056.2
7074,Read,2023-6-29-09:36:10,2055.8
7075,Write,2023-6-29-09:36:11,2055.4
7076,Read,2023-6-29-09:36:11,2055.8
7077,Write,2023-6-29-09:36:11,2055.9
7078,Read,2023-6-29-09:36:11,2055.5
7079,Write,2023-6-29-09:36:12,2055.5
7080,Read,2023-6-29-09:36:12,2056.1
7081,Write,2023-6-29-09:36:12,2055.9
7082,Read,2023-6-29-09:36:12,2056.1
7083,Write,2023-6-29-09:36:13,2055.9
7084,Read,2023-6-29-09:36:13,2055.8
7085,Write,2023-6-29-09:36:13,2056.3
7086,Read,2023-6-29-09:36:13,2055.7
7087,Write,2023-6-29-09:36:14,2050.0
7088,Read,2023-6-29-09:36:14,2055.7
7089,Write,2023-6-29-09:36:14,2061.2
7090,Read,2023-6-29-09:36:14,2055.6
7091,Write,2023-6-29-09:36:15,2055.8
7092,Read,2023-6-29-09:36:15,2056.0
7093,Write,2023-6-29-09:36:15,2055.6
7094,Read,2023-6-29-09:36:15,2054.7
7095,Write,2023-6-29-09:36:16,2055.9
7096,Read,2023-6-29-09:36:16,2055.5
7097,Write,2023-6-29-09:36:16,2055.7
7098,Read,2023-6-29-09:36:16,2056.1
7099,Write,2023-6-29-09:36:17,2056.1
7100,Read,2023-6-29-09:36:17,2055.6
7101,Write,2023-6-29-09:36:17,2055.5
7102,Read,2023-6-29-09:36:17,2055.9
7103,Write,2023-6-29-09:36:18,2056.0
7104,Read,2023-6-29-09:36:18,2056.0
7105,Write,2023-6-29-09:36:18,2056.2
7106,Read,2023-6-29-09:36:18,2056.1
7107,Write,2023-6-29-09:36:19,2055.5
7108,Read,2023-6-29-09:36:19,2055.5
7109,Write,2023-6-29-09:36:19,2055.9
7110,Read,2023-6-29-09:36:19,2056.0
7111,Write,2023-6-29-09:36:20,2055.8
7112,Read,2023-6-29-09:36:20,2055.0
7113,Write,2023-6-29-09:36:20,2056.0
7114,Read,2023-6-29-09:36:20,2057.1
7115,Write,2023-6-29-09:36:21,2056.1
7116,Read,2023-6-29-09:36:21,2055.8
7117,Write,2023-6-29-09:36:21,2055.2
7118,Read,2023-6-29-09:36:21,2055.0
7119,Write,2023-6-29-09:36:22,2055.6
7120,Read,2023-6-29-09:36:22,2056.5
7121,Write,2023-6-29-09:36:22,2056.4
7122,Read,2023-6-29-09:36:22,2055.6
7123,Write,2023-6-29-09:36:23,2055.4
7124,Read,2023-6-29-09:36:23,2056.1
7125,Write,2023-6-29-09:36:23,2055.8
7126,Read,2023-6-29-09:36:23,2055.7
7127,Write,2023-6-29-09:36:24,2055.9
7128,Read,2023-6-29-09:36:24,2055.4
7129,Write,2023-6-29-09:36:24,2055.4
7130,Read,2023-6-29-09:36:24,2055.6
7131,Write,2023-6-29-09:36:25,2056.1
7132,Read,2023-6-29-09:36:25,2047.1
7133,Write,2023-6-29-09:36:25,2055.7
7134,Read,2023-6-29-09:36:25,2059.7
7135,Write,2023-6-29-09:36:26,2055.3
7136,Read,2023-6-29-09:36:26,2060.9
7137,Write,2023-6-29-09:36:26,2056.2
7138,Read,2023-6-29-09:36:26,2055.9
7139,Write,2023-6-29-09:36:27,2054.0
7140,Read,2023-6-29-09:36:27,2055.5
7141,Write,2023-6-29-09:36:27,2057.7
7142,Read,2023-6-29-09:36:27,2056.5
7143,Write,2023-6-29-09:36:28,2056.0
7144,Read,2023-6-29-09:36:28,2056.3
7145,Write,2023-6-29-09:36:28,2055.8
7146,Read,2023-6-29-09:36:28,2055.6
7147,Write,2023-6-29-09:36:29,2055.9
7148,Read,2023-6-29-09:36:29,2055.7
7149,Write,2023-6-29-09:36:29,2056.9
7150,Read,2023-6-29-09:36:29,2056.3
7151,Write,2023-6-29-09:36:30,2055.0
7152,Read,2023-6-29-09:36:30,2056.0
7153,Write,2023-6-29-09:36:30,2055.8
7154,Read,2023-6-29-09:36:30,2055.9
7155,Write,2023-6-29-09:36:31,2056.0
7156,Read,2023-6-29-09:36:31,2052.4
7157,Write,2023-6-29-09:36:31,2055.8
7158,Read,2023-6-29-09:36:31,2058.8
7159,Write,2023-6-29-09:36:32,2056.1
7160,Read,2023-6-29-09:36:32,2056.2
7161,Write,2023-6-29-09:36:32,2055.6
7162,Read,2023-6-29-09:36:32,2055.9
7163,Write,2023-6-29-09:36:33,2056.2
7164,Read,2023-6-29-09:36:33,2056.1
7165,Write,2023-6-29-09:36:33,2055.3
7166,Read,2023-6-29-09:36:33,2055.5
7167,Write,2023-6-29-09:36:34,2055.8
7168,Read,2023-6-29-09:36:34,2055.8
7169,Write,2023-6-29-09:36:34,2056.5
7170,Read,2023-6-29-09:36:34,2056.2
7171,Write,2023-6-29-09:36:35,2055.4
7172,Read,2023-6-29-09:36:35,2055.3
7173,Write,2023-6-29-09:36:35,2055.8
7174,Read,2023-6-29-09:36:35,2056.5
7175,Write,2023-6-29-09:36:36,2056.1
7176,Read,2023-6-29-09:36:36,2055.5
7177,Write,2023-6-29-09:36:36,2055.9
7178,Read,2023-6-29-09:36:36,2055.7
7179,Write,2023-6-29-09:36:37,2055.7
7180,Read,2023-6-29-09:36:37,2055.8
7181,Write,2023-6-29-09:36:37,2055.9
7182,Read,2023-6-29-09:36:37,2055.8
7183,Write,2023-6-29-09:36:38,2054.9
7184,Read,2023-6-29-09:36:38,2056.1
7185,Write,2023-6-29-09:36:38,2056.9
7186,Read,2023-6-29-09:36:38,2055.9
7187,Write,2023-6-29-09:36:39,2055.6
7188,Read,2023-6-29-09:36:39,2055.2
7189,Write,2023-6-29-09:36:39,2055.8
7190,Read,2023-6-29-09:36:39,2055.9
7191,Write,2023-6-29-09:36:40,2055.8
7192,Read,2023-6-29-09:36:40,2055.8
7193,Write,2023-6-29-09:36:40,2056.0
7194,Read,2023-6-29-09:36:40,2056.0
7195,Write,2023-6-29-09:36:41,2054.6
7196,Read,2023-6-29-09:36:41,2055.1
7197,Write,2023-6-29-09:36:41,2045.5
7198,Read,2023-6-29-09:36:41,2056.4
7199,Write,2023-6-29-09:36:42,2067.1
7200,Read,2023-6-29-09:36:42,2055.4
7201,Write,2023-6-29-09:36:42,2056.1
7202,Read,2023-6-29-09:36:42,2056.0
7203,Write,2023-6-29-09:36:43,2055.1
7204,Read,2023-6-29-09:36:43,2055.7
7205,Write,2023-6-29-09:36:43,2056.3
7206,Read,2023-6-29-09:36:43,2056.5
7207,Write,2023-6-29-09:36:44,2055.6
7208,Read,2023-6-29-09:36:44,2055.3
7209,Write,2023-6-29-09:36:44,2056.2
7210,Read,2023-6-29-09:36:44,2055.6
7211,Write,2023-6-29-09:36:45,2055.5
7212,Read,2023-6-29-09:36:45,2056.4
7213,Write,2023-6-29-09:36:45,2056.2
7214,Read,2023-6-29-09:36:45,2055.6
7215,Write,2023-6-29-09:36:45,2055.3
7216,Read,2023-6-29-09:36:46,2055.5
7217,Write,2023-6-29-09:36:46,2056.2
7218,Read,2023-6-29-09:36:46,2056.0
7219,Write,2023-6-29-09:36:46,2056.2
7220,Read,2023-6-29-09:36:47,2055.9
7221,Write,2023-6-29-09:36:47,2055.7
7222,Read,2023-6-29-09:36:47,2056.2
7223,Write,2023-6-29-09:36:47,2055.9
7224,Read,2023-6-29-09:36:48,2055.1
7225,Write,2023-6-29-09:36:48,2055.5
7226,Read,2023-6-29-09:36:48,2056.1
7227,Write,2023-6-29-09:36:48,2055.7
7228,Read,2023-6-29-09:36:49,2056.5
7229,Write,2023-6-29-09:36:49,2056.6
7230,Read,2023-6-29-09:36:49,2055.2
7231,Write,2023-6-29-09:36:49,2047.9
7232,Read,2023-6-29-09:36:50,2055.6
7233,Write,2023-6-29-09:36:50,2063.5
7234,Read,2023-6-29-09:36:50,2056.7
7235,Write,2023-6-29-09:36:50,2055.2
7236,Read,2023-6-29-09:36:51,2048.9
7237,Write,2023-6-29-09:36:51,2056.7
7238,Read,2023-6-29-09:36:51,2062.5
7239,Write,2023-6-29-09:36:51,2055.2
7240,Read,2023-6-29-09:36:51,2055.4
7241,Write,2023-6-29-09:36:52,2056.0
7242,Read,2023-6-29-09:36:52,2055.9
7243,Write,2023-6-29-09:36:52,2055.5
7244,Read,2023-6-29-09:36:52,2056.4
7245,Write,2023-6-29-09:36:53,2056.2
7246,Read,2023-6-29-09:36:53,2054.7
7247,Write,2023-6-29-09:36:53,2055.6
7248,Read,2023-6-29-09:36:53,2056.4
7249,Write,2023-6-29-09:36:54,2055.3
7250,Read,2023-6-29-09:36:54,2055.8
7251,Write,2023-6-29-09:36:54,2056.6
7252,Read,2023-6-29-09:36:54,2056.6
7253,Write,2023-6-29-09:36:55,2055.2
7254,Read,2023-6-29-09:36:55,2054.9
7255,Write,2023-6-29-09:36:55,2055.8
7256,Read,2023-6-29-09:36:55,2056.6
7257,Write,2023-6-29-09:36:56,2056.0
7258,Read,2023-6-29-09:36:56,2055.8
7259,Write,2023-6-29-09:36:56,2056.4
7260,Read,2023-6-29-09:36:56,2055.4
7261,Write,2023-6-29-09:36:57,2055.1
7262,Read,2023-6-29-09:36:57,2055.7
7263,Write,2023-6-29-09:36:57,2056.1
7264,Read,2023-6-29-09:36:57,2056.1
7265,Write,2023-6-29-09:36:58,2055.3
7266,Read,2023-6-29-09:36:58,2054.2
7267,Write,2023-6-29-09:36:58,2054.5
7268,Read,2023-6-29-09:36:58,2057.7
7269,Write,2023-6-29-09:36:59,2057.4
7270,Read,2023-6-29-09:36:59,2055.5
7271,Write,2023-6-29-09:36:59,2052.7
7272,Read,2023-6-29-09:36:59,2055.8
7273,Write,2023-6-29-09:37:00,2059.0
7274,Read,2023-6-29-09:37:00,2055.9
7275,Write,2023-6-29-09:37:00,2055.4
7276,Read,2023-6-29-09:37:00,2055.6
7277,Write,2023-6-29-09:37:01,2055.5
7278,Read,2023-6-29-09:37:01,2055.9
7279,Write,2023-6-29-09:37:01,2056.0
7280,Read,2023-6-29-09:37:01,2055.5
7281,Write,2023-6-29-09:37:02,2055.8
7282,Read,2023-6-29-09:37:02,2056.6
7283,Write,2023-6-29-09:37:02,2056.1
7284,Read,2023-6-29-09:37:02,2055.9
7285,Write,2023-6-29-09:37:03,2055.5
7286,Read,2023-6-29-09:37:03,2055.9
7287,Write,2023-6-29-09:37:03,2055.5
7288,Read,2023-6-29-09:37:03,2055.9
7289,Write,2023-6-29-09:37:04,2056.4
7290,Read,2023-6-29-09:37:04,2055.1
7291,Write,2023-6-29-09:37:04,2055.3
7292,Read,2023-6-29-09:37:04,2056.1
